生产厂商:ID,:LABEL,name
21558,生产厂商,世贸天阶阿替洛尔片
21559,生产厂商,广州康和盐酸普罗帕酮片
21560,生产厂商,史泰舒
21561,生产厂商,江苏天士力帝益葡醛内酯片
21562,生产厂商,同源制药葡萄糖酸锌口服溶液
21563,生产厂商,河北万岁药业肾石通颗粒
21564,生产厂商,天原药业舒肝和胃丸
21565,生产厂商,国康药业茵山莲颗粒
21566,生产厂商,普洛康裕天然药物藿香正气丸
21567,生产厂商,嘉进药业痔疮胶囊
21568,生产厂商,999鸦胆子油软胶囊
21569,生产厂商,钟山药业玉屏风口服液
21570,生产厂商,福众注射用头孢呋辛钠
21571,生产厂商,派立明
21572,生产厂商,抚松县中药连翘败毒片
21573,生产厂商,通药制药跌打丸
21574,生产厂商,保列治
21575,生产厂商,科伦药业盐酸赖氨酸葡萄糖注
21576,生产厂商,瑙珍复方天麻蜜环糖肽片
21577,生产厂商,博士伦福瑞达牛磺酸滴眼液
21578,生产厂商,武汉五景复方氯化钠滴眼液
21579,生产厂商,石药欧意红霉素肠溶片
21580,生产厂商,华中药业复合维生素B片
21581,生产厂商,上药牌胆宁片
21582,生产厂商,奥托康制药硫唑嘌呤片
21583,生产厂商,江苏润阳碳酸氢钠注射液
21584,生产厂商,方盛制药产妇安胶囊
21585,生产厂商,大理药业醒脑静注射液
21586,生产厂商,齐都药业盐酸左氧氟沙星片
21587,生产厂商,浙江越翠珍珠末
21588,生产厂商,阿容阿司匹林肠溶片
21589,生产厂商,东海制药维生素E软胶囊
21590,生产厂商,温州海鹤小儿肠胃康颗粒
21591,生产厂商,山东鲁抗硫酸锌片
21592,生产厂商,星鲨制药维生素AD软胶囊
21593,生产厂商,五景药业盐酸环丙沙星滴眼液
21594,生产厂商,爱若华
21595,生产厂商,湖北民康吡喹酮片
21596,生产厂商,山西云鹏布洛芬片
21597,生产厂商,广东一片天消炎利胆片
21598,生产厂商,艾唯多
21599,生产厂商,白敬宇制药红霉素眼膏
21600,生产厂商,西其汀
21601,生产厂商,华润三九维A酸乳膏
21602,生产厂商,山西天生仲景胃灵胶囊
21603,生产厂商,广州康和盐酸左旋咪唑片
21604,生产厂商,天生制药桂枝茯苓丸
21605,生产厂商,江苏亚邦生缘盐酸金刚烷胺糖
21606,生产厂商,太极桐君阁逍遥丸
21607,生产厂商,陕西盘龙黄柏胶囊
21608,生产厂商,广东星昊环磷腺苷葡胺注射液
21609,生产厂商,长龙药业胰岛素注射液
21610,生产厂商,德州德药注射用培美曲塞二钠
21611,生产厂商,纽兰苦参碱栓
21612,生产厂商,石家庄协和盐酸金刚烷胺颗粒
21613,生产厂商,山西临汾盐酸普萘洛尔片
21614,生产厂商,白云山何济公硼酸软膏
21615,生产厂商,菲诺制药舒筋活血片
21616,生产厂商,吉林敖东延吉注射用核糖核酸
21617,生产厂商,四川广元蓉成消癌平片
21618,生产厂商,恒久远药业盐酸倍他司汀片
21619,生产厂商,河南鼎复康曲咪新乳膏
21620,生产厂商,中狮血府逐瘀片
21621,生产厂商,世贸天阶复方芦丁片
21622,生产厂商,绅泰春药业茶碱缓释片
21623,生产厂商,百花医药集团小儿复方麝香草
21624,生产厂商,福建兴源甘露醇注射液
21625,生产厂商,唐龙明目地黄丸
21626,生产厂商,四川依科板蓝根颗粒
21627,生产厂商,广东恒健热痱搽剂
21628,生产厂商,重庆东方药业小儿止泻安颗粒
21629,生产厂商,百优解
21630,生产厂商,海正辉瑞制药别嘌醇片
21631,生产厂商,广州花城穿心莲片
21632,生产厂商,康普药业盐酸克林霉素胶囊
21633,生产厂商,湖南百草豆腐果苷片
21634,生产厂商,恒诚制药复方鱼腥草片
21635,生产厂商,山东鲁抗头孢氨苄胶囊
21636,生产厂商,浙江亚太盐酸克林霉素胶囊
21637,生产厂商,福州海王金象中药五子衍宗丸
21638,生产厂商,白云山新霉素氟轻松乳膏
21639,生产厂商,光宇利民二十五味马宝丸
21640,生产厂商,四川升和通脉颗粒
21641,生产厂商,武汉华龙胸腺肽注射液
21642,生产厂商,陕西盘龙康尔心胶囊
21643,生产厂商,顺铂注射液
21644,生产厂商,海灵注射用头孢噻肟钠
21645,生产厂商,北京同仁堂荷叶丸
21646,生产厂商,广西南宁百会醋酸泼尼松片
21647,生产厂商,上海黄河芪麝丸
21648,生产厂商,爱美津酒石酸美托洛尔片
21649,生产厂商,海南灵康注射用甲硝唑磷酸二
21650,生产厂商,广州白云山光华盐酸胺碘酮胶
21651,生产厂商,常州制药富马酸酮替芬片
21652,生产厂商,湖北御金丹板蓝根颗粒
21653,生产厂商,药都仁和硝酸咪康唑乳膏
21654,生产厂商,扶异吗替麦考酚酯胶囊
21655,生产厂商,七佛山诺氟沙星胶囊
21656,生产厂商,国药一心注射用培美曲塞二钠
21657,生产厂商,安徽同泰妇科止带片
21658,生产厂商,济南利民盐酸左氧氟沙星胶囊
21659,生产厂商,以岭药业盐酸二甲双胍片
21660,生产厂商,常州康普氨甲环酸注射液
21661,生产厂商,亚宝欣
21662,生产厂商,广东一片天利胆排石片
21663,生产厂商,康贺威盐酸普罗帕酮片
21664,生产厂商,金益制药利巴韦林含片
21665,生产厂商,山东明仁福瑞达丹皮酚软膏
21666,生产厂商,山西晋新双鹤安胎丸
21667,生产厂商,唐山利康制药盐酸氟桂利嗪胶
21668,生产厂商,陕西京西肌苷注射液
21669,生产厂商,四川子仁石淋通颗粒
21670,生产厂商,成纪生物乙酰唑胺片
21671,生产厂商,桑海金维
21672,生产厂商,阿迈新
21673,生产厂商,龙发制药归脾合剂
21674,生产厂商,恒健曲安奈德新霉素贴膏
21675,生产厂商,南京恒生制药盐酸艾司洛尔注
21676,生产厂商,广西恒拓陈香露白露片
21677,生产厂商,圣济堂氨甲环酸注射液
21678,生产厂商,玫满
21679,生产厂商,石药集团注射用头孢呋辛钠
21680,生产厂商,神鹤药业银黄颗粒
21681,生产厂商,恒拓集团广西圣康妇炎舒片
21682,生产厂商,七0七锡类散
21683,生产厂商,仁虎糠酸莫米松洗剂
21684,生产厂商,世一堂保胎无忧散
21685,生产厂商,重庆药友高三尖杉酯碱注射液
21686,生产厂商,华瑞联合制药维A酸乳膏
21687,生产厂商,吉林七星山化痰平喘片
21688,生产厂商,巴中普瑞小儿麻甘颗粒
21689,生产厂商,石药欧意曲克芦丁片
21690,生产厂商,湖南五洲通注射用盐酸丁卡因
21691,生产厂商,坊子中狮注射用盐酸尼莫司汀
21692,生产厂商,屏山制药止痒消炎水
21693,生产厂商,兴贝维生素AD滴剂
21694,生产厂商,河南同源小儿止咳糖浆
21695,生产厂商,中狮八珍片
21696,生产厂商,华北制药小儿四维葡钙颗粒
21697,生产厂商,金耀药业甲钴胺注射液
21698,生产厂商,嘉诺欣
21699,生产厂商,遂成药业氯霉素注射液
21700,生产厂商,健步壮骨丸
21701,生产厂商,沙溪鼻咽清毒颗粒
21702,生产厂商,陕西永寿氢化可的松片
21703,生产厂商,双益平
21704,生产厂商,长春金赛注射用重组人促卵泡
21705,生产厂商,新百药业注射用胸腺肽
21706,生产厂商,四平吉特麝香接骨胶囊
21707,生产厂商,纳德来
21708,生产厂商,云鹏硝酸异山梨酯片
21709,生产厂商,片仔癀药业片仔癀胶囊
21710,生产厂商,杭州民生吡拉西坦片
21711,生产厂商,辉南辉发复方环磷酰胺片
21712,生产厂商,浙江得恩德卡托普利片
21713,生产厂商,上海新兴人血白蛋白
21714,生产厂商,浙江海正注射用盐酸多柔比星
21715,生产厂商,振国药业宫颈癌栓
21716,生产厂商,华润赛科羟基脲片
21717,生产厂商,陕西白云灵仙跌打片
21718,生产厂商,盖雷
21719,生产厂商,金耀药业盐酸苯海拉明注射液
21720,生产厂商,君寿堂消癌平片
21721,生产厂商,华仁堂药业氟轻松维B6乳膏
21722,生产厂商,丰原制药肝素钠注射液
21723,生产厂商,湖北午时妇科十味片
21724,生产厂商,上海衡山辅酶Q10胶囊
21725,生产厂商,康普药业裸花紫珠分散片
21726,生产厂商,吉林吉春硝酸咪康唑乳膏
21727,生产厂商,山东罗欣盐酸多奈哌齐分散片
21728,生产厂商,太洋药业甲氧氯普胺片
21729,生产厂商,黑龙江天龙克林霉素磷酸酯凝
21730,生产厂商,唐海制药醋酸地塞米松片
21731,生产厂商,仙琚制药醋酸地塞米松片
21732,生产厂商,镇江恒新眼氨肽注射液
21733,生产厂商,北京同仁堂（唐山）玉泉颗粒
21734,生产厂商,美联药业抗宫炎片
21735,生产厂商,河南新谊药业芪参胶囊
21736,生产厂商,康亚药业氧氟沙星滴眼液
21737,生产厂商,中新达仁堂牛黄清心丸
21738,生产厂商,常药盐酸普罗帕酮片
21739,生产厂商,湖北科田环吡酮胺乳膏
21740,生产厂商,宁波大红鹰尼莫地平片
21741,生产厂商,衡淯制药头孢羟氨苄甲氧苄啶
21742,生产厂商,龙仕康抑亢丸
21743,生产厂商,沈阳兴齐眼药氟康唑滴眼液
21744,生产厂商,皇隆阿米卡星洗剂
21745,生产厂商,黄石奇灵伤湿止痛膏
21746,生产厂商,通化颐生胰胆炎合剂
21747,生产厂商,华山药业甲钴胺胶囊
21748,生产厂商,希尔安金蝉止痒胶囊
21749,生产厂商,舒笑辣椒碱乳膏
21750,生产厂商,美欧卡
21751,生产厂商,双鸭山哈慈驱虫消食片
21752,生产厂商,莱士人凝血因子VIII
21753,生产厂商,广东闰宝盐酸可乐定片
21754,生产厂商,重庆药友三尖杉酯碱注射液
21755,生产厂商,补肺活血胶囊
21756,生产厂商,东药奥美拉唑肠溶胶囊
21757,生产厂商,深圳翰宇注射用缩宫素
21758,生产厂商,上海信谊格列吡嗪片
21759,生产厂商,海南中和注射用更昔洛韦
21760,生产厂商,祥云药业氯化钾缓释片
21761,生产厂商,汕头金石诺氟沙星胶囊
21762,生产厂商,丹东医创盐酸莫雷西嗪片
21763,生产厂商,河南辅仁怀庆堂硫酸庆大霉素
21764,生产厂商,严力素肿节风分散片
21765,生产厂商,南京制药顺铂注射液
21766,生产厂商,国创药业祛白酊
21767,生产厂商,巨泰磷酸氯喹片
21768,生产厂商,沈阳一药盐酸普萘洛尔片
21769,生产厂商,陕西诚信曲克芦丁氯化钠注射
21770,生产厂商,天津力生制药颠茄片
21771,生产厂商,博莱优福定尿嘧啶替加氟片
21772,生产厂商,怀化正好抗宫炎片
21773,生产厂商,四川制药制剂阿莫西林分散片
21774,生产厂商,白云山何济公林旦乳膏
21775,生产厂商,桂林华信环吡酮胺乳膏
21776,生产厂商,太阳肾炎康复片
21777,生产厂商,冯了性十全大补丸
21778,生产厂商,德天药业参龟固本酒
21779,生产厂商,北京益民盐酸多塞平片
21780,生产厂商,可耐
21781,生产厂商,山东鲁抗复方甘草酸单铵S氯
21782,生产厂商,迪宙强肝片
21783,生产厂商,益佰通脉颗粒
21784,生产厂商,青春康源制药茴香橘核丸
21785,生产厂商,河南太龙药业替硝唑氯化钠注
21786,生产厂商,山西华康生化丸
21787,生产厂商,慧宝源复方珍珠解毒口服液
21788,生产厂商,大同卫华甲氧氯普胺片
21789,生产厂商,大连天宇果糖二磷酸钠注射液
21790,生产厂商,江西盛翔蛇胆川贝液
21791,生产厂商,达因甘草锌颗粒
21792,生产厂商,吉春阑尾消炎片
21793,生产厂商,通化斯威解郁安神片
21794,生产厂商,上海上药信谊药厂溴吡斯的明
21795,生产厂商,河北天成药业羧甲司坦片
21796,生产厂商,慧宝源制药复方鱼腥草片
21797,生产厂商,桑塔
21798,生产厂商,陕西康惠小儿暖脐膏
21799,生产厂商,天方药业维U颠茄铝镁片Ⅱ
21800,生产厂商,佐今明制药千里光片
21801,生产厂商,卡洛
21802,生产厂商,哈药总厂维生素C咀嚼片
21803,生产厂商,亚宝药业甲硝唑片
21804,生产厂商,山西新星芦丁片
21805,生产厂商,地奥醋酸甲萘氢醌片
21806,生产厂商,沈阳绿洲鸦胆子油口服乳液
21807,生产厂商,先锋必注射用头孢哌酮钠
21808,生产厂商,达因药业甘草锌颗粒
21809,生产厂商,天津太平洋硝苯地平片
21810,生产厂商,黄河药业辛伐他汀片
21811,生产厂商,开元制药葛根素注射液
21812,生产厂商,畅沛
21813,生产厂商,广东三才乙酰螺旋霉素片
21814,生产厂商,长春天诚药业强力康颗粒
21815,生产厂商,大政药业环磷腺苷葡胺注射液
21816,生产厂商,东方龙大活络丸
21817,生产厂商,双鹤药业维生素E、C颗粒
21818,生产厂商,吉林通化博祥熊胆丸
21819,生产厂商,浙江巨泰呋塞米片
21820,生产厂商,浙南薄芝片
21821,生产厂商,容生氯化钾注射液
21822,生产厂商,奥邦茴三硫片
21823,生产厂商,海神同洲螺内酯片
21824,生产厂商,吉林显锋科技氯唑沙宗片
21825,生产厂商,桂林南药注射用硫酸链霉素
21826,生产厂商,中央药业维生素E软胶囊
21827,生产厂商,众禾药业脑力静胶囊
21828,生产厂商,乐普药业司帕沙星片
21829,生产厂商,上海通用醋酸氟轻松乳膏
21830,生产厂商,江苏天士力奋乃静片
21831,生产厂商,好医生攀西康复新液
21832,生产厂商,遂成药业硫酸阿米卡星注射液
21833,生产厂商,金耀药业樟脑磺酸钠注射液
21834,生产厂商,哈尔滨大洋通脉颗粒
21835,生产厂商,山西振东安特羚羊感冒片
21836,生产厂商,达芬霖
21837,生产厂商,江苏苏中甘露聚糖肽注射液
21838,生产厂商,千金药业更年舒片
21839,生产厂商,双科药业托吡卡胺滴眼液
21840,生产厂商,白云山医药羧甲司坦片
21841,生产厂商,永正制药羟基脲片
21842,生产厂商,江西天施康中药肠炎宁糖浆
21843,生产厂商,华南牌卡马西平片
21844,生产厂商,冯了性盐酸环丙沙星凝胶
21845,生产厂商,珠海联邦注射用头孢噻肟钠
21846,生产厂商,宁新宝熊去氧胆酸片
21847,生产厂商,沧州光明盐酸吗啉胍滴眼液
21848,生产厂商,三益无极膏
21849,生产厂商,特一羧甲司坦片
21850,生产厂商,常州千红三磷酸腺苷二钠片
21851,生产厂商,仁盛制药咳特灵片
21852,生产厂商,马应龙药业硼酸软膏
21853,生产厂商,鞍山德善吡拉西坦胶囊
21854,生产厂商,江苏鹏鹞甲氧氯普胺片
21855,生产厂商,广东彼迪胶体果胶铋胶囊
21856,生产厂商,沈阳一药布洛芬片
21857,生产厂商,浙江得恩德制药氧氟沙星片
21858,生产厂商,武汉五景阿昔洛韦滴眼液
21859,生产厂商,武汉人福醋酸奥曲肽注射液
21860,生产厂商,厦门华澄阿仑膦酸钠片
21861,生产厂商,伊诺欣
21862,生产厂商,天宁制药复方青黛胶囊
21863,生产厂商,石家庄协和药业复方磺胺甲噁
21864,生产厂商,欧意注射用头孢呋辛钠
21865,生产厂商,HDCV
21866,生产厂商,晨菲制药甲钴胺注射液
21867,生产厂商,湖北香连大山楂颗粒
21868,生产厂商,奕利
21869,生产厂商,南少林药业呋塞米注射液
21870,生产厂商,上海现代哈森尼可刹米注射液
21871,生产厂商,哈尔滨莱博通注射用甲氨蝶呤
21872,生产厂商,卓和甲钴胺分散片
21873,生产厂商,成都正康药业注射用盐酸丁卡
21874,生产厂商,舒威
21875,生产厂商,伊可新
21876,生产厂商,海王碘酸钾颗粒
21877,生产厂商,山东鲁抗注射用硫酸链霉素
21878,生产厂商,华法林钠片
21879,生产厂商,南京厚生肾石通颗粒
21880,生产厂商,天宏药业美沙拉秦栓
21881,生产厂商,希通克注射用阿洛西林钠
21882,生产厂商,江苏恩华利鲁唑片
21883,生产厂商,金钥药业利福平胶囊
21884,生产厂商,哈药六厂麝香回阳膏
21885,生产厂商,北京长城制药利肝隆颗粒
21886,生产厂商,丽珠集团注射用尿激酶
21887,生产厂商,锦华药业盐酸小檗碱片
21888,生产厂商,北京双吉法可林滴眼液
21889,生产厂商,南疆制药甘露醇注射液
21890,生产厂商,显锋科技马来酸氯苯那敏片
21891,生产厂商,迪瑞制药盐酸林可霉素胶囊
21892,生产厂商,广西宝瑞坦大山楂颗粒
21893,生产厂商,昆明制药血塞通片
21894,生产厂商,凯诺制药茴香橘核丸
21895,生产厂商,长红制药双嘧达莫片
21896,生产厂商,丽珠集团注射用胰激肽原酶
21897,生产厂商,颐生药业胰胆炎合剂
21898,生产厂商,地奥盐酸米诺环素胶囊
21899,生产厂商,南宁维威制药维C银翘片
21900,生产厂商,华立金港吡拉西坦注射液
21901,生产厂商,苏州三药盐酸克林霉素胶囊
21902,生产厂商,玉兰制药痔疮片
21903,生产厂商,山东新华藻酸双酯钠片
21904,生产厂商,海南灵康盐酸艾司洛尔注射液
21905,生产厂商,斯沃
21906,生产厂商,绿金子药业四环素片
21907,生产厂商,同仁堂二妙丸
21908,生产厂商,海南制药厂甘露聚糖肽口服溶
21909,生产厂商,弥柠
21910,生产厂商,西南药业氯霉素片
21911,生产厂商,神龙药业三磷酸腺苷二钠注射
21912,生产厂商,同安消炎利胆片
21913,生产厂商,金世制药维生素B6片
21914,生产厂商,澄海楼祖师麻片
21915,生产厂商,华润紫竹醋酸甲萘氢醌片
21916,生产厂商,天津和治友德枸橼酸铋钾颗粒
21917,生产厂商,贵阳新天药业夏枯草口服液
21918,生产厂商,立业氯唑沙宗片
21919,生产厂商,江苏黄河药业克拉霉素胶囊
21920,生产厂商,盐酸西替利嗪滴剂
21921,生产厂商,珍视明复方硫酸新霉素滴眼液
21922,生产厂商,桂西制药通脉颗粒
21923,生产厂商,双成博维
21924,生产厂商,灵佑药业三磷酸腺苷二钠片
21925,生产厂商,灵泰药业藻酸双酯钠片
21926,生产厂商,康贺威溴丙胺太林片
21927,生产厂商,湖北民康维C银翘片
21928,生产厂商,上海金皮宝解毒烧伤软膏
21929,生产厂商,云南植物药业三七伤药片
21930,生产厂商,长红制药人工牛黄甲硝唑胶囊
21931,生产厂商,国瑞药业盐酸纳洛酮注射液
21932,生产厂商,石家庄华新药业格列吡嗪片
21933,生产厂商,郑州永和注射用甲氨蝶呤
21934,生产厂商,云岗制药维生素C片
21935,生产厂商,贝尔芬
21936,生产厂商,凯夫制药注射用胸腺肽
21937,生产厂商,湖北金龙福氢化可的松片
21938,生产厂商,南岛四环素片
21939,生产厂商,河北神威药业清开灵注射液
21940,生产厂商,立益注射用门冬酰胺酶
21941,生产厂商,安丁生物藻酸双酯钠片
21942,生产厂商,东信药业黄体酮栓
21943,生产厂商,山西云鹏制药土霉素片
21944,生产厂商,维柳芬
21945,生产厂商,湖南迪博胆汁槟榔维B1胶囊
21946,生产厂商,山西云鹏制药谷维素片
21947,生产厂商,成都药业复方甲苯咪唑片
21948,生产厂商,理舒达
21949,生产厂商,芙露饮
21950,生产厂商,利君制药颠茄片
21951,生产厂商,怡玫
21952,生产厂商,三联药业紫杉醇注射液
21953,生产厂商,全星制药注射用盐酸头孢替安
21954,生产厂商,格拉丹东药业调经祛斑胶囊
21955,生产厂商,康正药业维A酸乳膏
21956,生产厂商,得必泰
21957,生产厂商,济川药业盐酸利托君注射液
21958,生产厂商,国大药业盐酸丙卡特罗片
21959,生产厂商,百姓堂药业通脉降脂片
21960,生产厂商,海天制药四季抗病毒胶囊
21961,生产厂商,山东潍坊制药厂注射用阿洛西
21962,生产厂商,千禾乳癖舒胶囊
21963,生产厂商,贵州盛世龙方小儿感冒颗粒
21964,生产厂商,长春长红盐酸吗啉胍片
21965,生产厂商,北京万辉双鹤红霉素肠溶胶囊
21966,生产厂商,得斯芬
21967,生产厂商,武汉同济现代便乃通茶
21968,生产厂商,兰沙
21969,生产厂商,重庆华森西洛他唑片
21970,生产厂商,国瑞苦参碱氯化钠注射液
21971,生产厂商,广西天天乐蛇胆川贝液
21972,生产厂商,澳迩新参莲胶囊
21973,生产厂商,亚宝尼莫地平片
21974,生产厂商,同仁堂制药厂明目地黄丸
21975,生产厂商,杭州胡庆余堂小金丸
21976,生产厂商,华润紫竹米非司酮片
21977,生产厂商,广州香雪肌苷口服溶液
21978,生产厂商,福抗药业氢溴酸山莨菪碱片
21979,生产厂商,天方药业盐酸可乐定片
21980,生产厂商,宜昌长江氟康唑胶囊
21981,生产厂商,四川绿叶宝光乌苯美司胶囊
21982,生产厂商,顺峰维生素B6软膏
21983,生产厂商,广东金城金素制药注射用头孢
21984,生产厂商,益精博士生精片
21985,生产厂商,眼氨肽滴眼液
21986,生产厂商,吉林显锋科技青霉素V钾片
21987,生产厂商,欣欣
21988,生产厂商,吉林华康药业血栓心脉宁胶囊
21989,生产厂商,神威滑膜炎颗粒
21990,生产厂商,振东泰盛注射用盐酸甲氯芬酯
21991,生产厂商,友德罗红霉素分散片
21992,生产厂商,川大华西胰岛素注射液
21993,生产厂商,湖北御金丹小儿麻甘颗粒
21994,生产厂商,百利天华转移因子口服溶液
21995,生产厂商,紫韵
21996,生产厂商,山西康宝脑蛋白水解物注射液
21997,生产厂商,萨兰欣
21998,生产厂商,陕西步长制药碳酸钙咀嚼片
21999,生产厂商,湖北绿金子胃膜素胶囊
22000,生产厂商,小施尔康
22001,生产厂商,辰欣药业注射用卡铂
22002,生产厂商,陈李济壮腰健肾丸
22003,生产厂商,迪沙药业牛磺酸颗粒
22004,生产厂商,葵花药业得菲尔公司阿莫西林
22005,生产厂商,湖南科伦制药注射用呋塞米
22006,生产厂商,海南中化联合注射用盐酸罂粟
22007,生产厂商,药都制药保和丸
22008,生产厂商,珠江制药三维鱼肝油乳
22009,生产厂商,北京中新复方磺胺甲噁唑片
22010,生产厂商,葫芦娃注射用单磷酸阿糖腺苷
22011,生产厂商,安徽国森盐酸氨溴索葡萄糖注
22012,生产厂商,天津柏海醋酸泼尼松片
22013,生产厂商,成都天台山三磷酸腺苷二钠片
22014,生产厂商,江苏远恒氯化钠注射液
22015,生产厂商,恬尔新
22016,生产厂商,普德药业注射用硫普罗宁
22017,生产厂商,志速宁美辛唑酮红古豆醇酯栓
22018,生产厂商,慧宝源制药陈香露白露片
22019,生产厂商,天星制药天蚕片
22020,生产厂商,陕西香菊明目地黄丸
22021,生产厂商,中山市恒生药业银黄胶囊
22022,生产厂商,重庆希尔安蒲公英颗粒
22023,生产厂商,北京同仁堂科技鹿角胶
22024,生产厂商,广东环球复方甲苯咪唑片
22025,生产厂商,天奇中蒙制药龙胆泻肝丸
22026,生产厂商,瑞华制药归脾丸
22027,生产厂商,恒瑞医药注射用丝裂霉素
22028,生产厂商,艾欣益乐
22029,生产厂商,康缘桂枝茯苓胶囊
22030,生产厂商,人民药业复方胆通胶囊
22031,生产厂商,山东新达阿莫西林颗粒
22032,生产厂商,美大康佳乐甘露醇注射液
22033,生产厂商,广东惠州中药鹤蟾片
22034,生产厂商,浙江康乐复方氯化钠注射液
22035,生产厂商,北京恒生硝酸异山梨酯片
22036,生产厂商,重庆佳辰复方胃蛋白酶颗粒
22037,生产厂商,天津金耀氢化可的松注射液
22038,生产厂商,白云山医药奋乃静片
22039,生产厂商,麒麟牌麒麟丸
22040,生产厂商,陕西东科水杨酸苯酚贴膏
22041,生产厂商,五洲通药业莪术油注射液
22042,生产厂商,伏可抗酮洛芬肠溶胶囊
22043,生产厂商,天津生物眼氨肽注射液
22044,生产厂商,奥邦转移因子胶囊
22045,生产厂商,迪龙制药注射用七叶皂苷钠
22046,生产厂商,迪瑞制药牛磺酸滴眼液
22047,生产厂商,成都通德胰激肽原酶肠溶片
22048,生产厂商,广州珠江制药复方银耳鱼肝油
22049,生产厂商,海王盐酸地尔硫卓片
22050,生产厂商,北京双吉盐酸金霉素眼膏
22051,生产厂商,乐家老铺安宫牛黄丸
22052,生产厂商,万辉双鹤盐酸阿普林定片
22053,生产厂商,江西药都仁和宫瘤清片
22054,生产厂商,北京首儿依托红霉素颗粒
22055,生产厂商,兰释
22056,生产厂商,森科制药肾石通颗粒
22057,生产厂商,欢宝药业止痒消炎水
22058,生产厂商,海昇药业五妙水仙膏
22059,生产厂商,大连华立金港吡拉西坦注射液
22060,生产厂商,沈阳东新硝酸咪康唑乳膏
22061,生产厂商,丽珠集团脑蛋白水解物注射液
22062,生产厂商,长澳制药双氯芬酸钠缓释胶囊
22063,生产厂商,宇德制药双嘧达莫片
22064,生产厂商,黄河中药抗栓胶囊
22065,生产厂商,吉林康福人工牛黄甲硝唑胶囊
22066,生产厂商,湖北民康杞菊地黄丸
22067,生产厂商,上海中华氟轻松维B6乳膏
22068,生产厂商,广东大冢复方电解质葡萄糖R
22069,生产厂商,吉林天光明目蒺藜丸
22070,生产厂商,依科制药板蓝根颗粒
22071,生产厂商,北京羚锐关节止痛膏
22072,生产厂商,宁波大红鹰利培酮胶囊
22073,生产厂商,漳州生物跳骨片
22074,生产厂商,国药制药保胎灵
22075,生产厂商,浙江尖峰愈风宁心滴丸
22076,生产厂商,金峰制药复方甘草酸单铵S氯
22077,生产厂商,太极集团石淋通颗粒
22078,生产厂商,丽珠集团枸橼酸钾缓释片
22079,生产厂商,金合脑络通胶囊
22080,生产厂商,长春银诺克琥乙红霉素颗粒
22081,生产厂商,福建古田扑米酮片
22082,生产厂商,立业制药尼群地平片
22083,生产厂商,黑龙江天龙药业牛磺酸滴眼液
22084,生产厂商,普华克胜熊去氧胆酸片
22085,生产厂商,九泰药业醋酸氯己定痔疮栓
22086,生产厂商,江西民济乳核内消颗粒
22087,生产厂商,邛崃天银银杏蜜环口服溶液
22088,生产厂商,颐生堂维生素B2片
22089,生产厂商,鲁抗注射用硫酸头孢匹罗
22090,生产厂商,辽宁成大人用狂犬病疫苗
22091,生产厂商,扬州艾迪制药琥乙红霉素片
22092,生产厂商,国药威奇达注射用头孢唑肟钠
22093,生产厂商,震元制药石杉碱甲片
22094,生产厂商,世一堂附桂骨痛胶囊
22095,生产厂商,健通前列舒乐软胶囊
22096,生产厂商,江西赣南海欣肌苷注射液
22097,生产厂商,丽珠集团注射用绒促性素
22098,生产厂商,江西欧氏千喜胶囊
22099,生产厂商,飞云麝香祛痛搽剂
